AllocationNativeID,AllocationApplicationDate,AllocationAssociatedConsumptiveUseSiteIDs,AllocationAssociatedWithdrawalSiteIDs,AllocationBasisCV,AllocationChangeApplicationIndicator,AllocationCommunityWaterSupplySystem,AllocationCropDutyAmount,AllocationExpirationDate,AllocationFlow_CFS,AllocationLegalStatusCV,AllocationOwner,AllocationPriorityDate,AllocationSDWISIdentifierCV,AllocationTimeframeEnd,AllocationTimeframeStart,AllocationTypeCV,AllocationVolume_AF,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,ExemptOfVolumeFlowPriority,GeneratedPowerCapacityMW,IrrigatedAcreage,IrrigationMethodCV,LegacyAllocationIDs,MethodUUID,OrganizationUUID,PopulationServed,PowerType,PrimaryUseCategory,SiteUUID,VariableSpecificUUID,WaterAllocationNativeURL,WaterSourceUUID,SiteName,SiteTypeCV,Latitude,Longitude
12175,,,,,,,,,,LAS,HILCORP NORTH SLOPE LLC,,,31-Dec,1-Jan,,38.18003287,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S67,AKDRN_Water Allocation,,AKwr_WS64,,,,
12177,,,,,,,,,,LAS,HILCORP NORTH SLOPE LLC,,,31-Dec,1-Jan,,26.25002068,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S68,AKDRN_Water Allocation,,AKwr_WS65,,,,
12180,,,,,,,,,,LAS,HILCORP NORTH SLOPE LLC,,,31-Dec,1-Jan,,13.48001033,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S69,AKDRN_Water Allocation,,AKwr_WS66,,,,
12182,,,,,,,,,,LAS,HILCORP NORTH SLOPE LLC,,,31-Dec,1-Jan,,0.38999761,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S70,AKDRN_Water Allocation,,AKwr_WS67,,,,
12183,,,,,,,,,,LAS,HILCORP NORTH SLOPE LLC,,,31-Dec,1-Jan,,18.37001341,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S71,AKDRN_Water Allocation,,AKwr_WS68,,,,
12184,,,,,,,,,,LAS,HILCORP NORTH SLOPE LLC,,,31-Dec,1-Jan,,60.5300529,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S72,AKDRN_Water Allocation,,AKwr_WS69,,,,
12186,,,,,,,,,,LAS,HILCORP NORTH SLOPE LLC,,,31-Dec,1-Jan,,1.000000875,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S74,AKDRN_Water Allocation,,AKwr_WS71,,,,
12188,,,,,,,,,,LAS,HILCORP NORTH SLOPE LLC,,,31-Dec,1-Jan,,18.37001341,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S76,AKDRN_Water Allocation,,AKwr_WS73,,,,
13103,,,,,,,,,,LAS,KLAWOCK CITY OF,,,31-Dec,1-Jan,,3369.002949,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S80,AKDRN_Water Allocation,,AKwr_WS77,,,,
14365,,,,,,,,,,LAS,PETERSBURG CITY OF,,,31-Dec,1-Jan,,3920.506975,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S94,AKDRN_Water Allocation,,AKwr_WS91,,,,
1453,,,,,,,,,,LAS,TECK ALASKA INCORPORATED,,,31-Dec,1-Jan,,382.997472,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S9,AKDRN_Water Allocation,,AKwr_WS9,,,,
18592,,,,,,,,,,LAS,SAINT PAUL CITY OF,,,31-Dec,1-Jan,,688.8806034,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S96,AKDRN_Water Allocation,,AKwr_WS93,,,,
18773,,,,,,,,,,LAS,ALYESKA RESORT MANAGEMENT CO.,,,31-Dec,1-Jan,,14.28939631,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S97,AKDRN_Water Allocation,,AKwr_WS94,,,,
18902,,,,,,,,,,LAS,HOMER  CITY OF,,,31-Dec,1-Jan,,1008.130365,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S99,AKDRN_Water Allocation,,AKwr_WS96,,,,
19238,,,,,,,,,,LAS,SEWARD ASSOCIATION FOR THE ADVANCEMENT OF MARINE SCIENCE,,,31-Dec,1-Jan,,48.30907617,Fish & Wildlife,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S101,AKDRN_Water Allocation,,AKwr_WS98,,,,
19253,,,,,,,,,,LAS,HILCORP NORTH SLOPE LLC,,,31-Dec,1-Jan,,646.9711142,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S102,AKDRN_Water Allocation,,AKwr_WS99,,,,
1942,,,,,,,,,,LAS,JUNEAU CITY AND BOR,,,31-Dec,1-Jan,,11201.4485,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,"AKwr_S17,AKwr_S19,AKwr_S18",AKDRN_Water Allocation,,AKwr_WS16,,,,
19502,,,,,,,,,,LAS,"SETTLER'S BAY GOLF COURSE, LLC",,,31-Dec,1-Jan,,49.10224,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S103,AKDRN_Water Allocation,,AKwr_WS100,,,,
201324,,,,,,,,,,ADL,PALMER  CITY OF,,,31-Dec,1-Jan,,489.50043,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S279,AKDRN_Water Allocation,,AKwr_WS278,,,,
20178,,,,,,,,,,LAS,TESORO ALASKA PETROLEUM COMPANY,,,31-Dec,1-Jan,,17.87003906,Oil & Gas,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S105,AKDRN_Water Allocation,,AKwr_WS102,,,,
201920,,,,,,,,,,ADL,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,31-Dec,1-Jan,,25.20325913,Water Supply,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S284,AKDRN_Water Allocation,,AKwr_WS283,,,,
202997,,,,,,,,,,ADL,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,31-Dec,1-Jan,,186.6913137,Water Supply,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S288,AKDRN_Water Allocation,,AKwr_WS287,,,,
203480,,,,,,,,,,ADL,TESORO ALASKA COMPANY,7/13/1982 0:00,,31-Dec,1-Jan,,10.00002103,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S289,AKDRN_Water Allocation,,AKwr_WS288,,,,
203956,,,,,,,,,,ADL,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,31-Dec,1-Jan,,37.33816269,Water Supply,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S290,AKDRN_Water Allocation,,AKwr_WS289,,,,
20874,,,,,,,,,,LAS,KING COVE CITY OF,,,31-Dec,1-Jan,,82.70402911,Water Supply,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S112,AKDRN_Water Allocation,,AKwr_WS109,,,,
212648,,,,,,,,,,ADL,CORDOVA CITY OF,1/11/1982 0:00,,31-Dec,1-Jan,,840.1007354,Water Supply,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S295,AKDRN_Water Allocation,,AKwr_WS294,,,,
23839,,,,,,,,,,LAS,"SAVANT ALASKA, LLC",,,31-Dec,1-Jan,,2.760003153,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S123,AKDRN_Water Allocation,,AKwr_WS122,,,,
23840,,,,,,,,,,LAS,ALYESKA PIPELINE SERVICE COMPANY,,,31-Dec,1-Jan,,0.319999298,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S124,AKDRN_Water Allocation,,AKwr_WS123,,,,
23869,,,,,,,,,,LAS,HILCORP NORTH SLOPE LLC,,,31-Dec,1-Jan,,162.4001409,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S125,AKDRN_Water Allocation,,AKwr_WS124,,,,
23974,,,,,,,,,,LAS,ALYESKA PIPELINE SERVICE COMPANY,,,31-Dec,1-Jan,,6.840006479,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S136,AKDRN_Water Allocation,,AKwr_WS135,,,,
246,,,,,,,,,,LAS,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,31-Dec,1-Jan,,224.02897,Water Supply,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S1,AKDRN_Water Allocation,,AKwr_WS1,,,,
24713,,,,,,,,,,LAS,CLEARWATER UTILITIES LLC.,,,31-Dec,1-Jan,,59.93005114,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S151,AKDRN_Water Allocation,,AKwr_WS150,,,,
25850,,,,,,,,,,LAS,"ENI US OPERATING CO., INC.",,,31-Dec,1-Jan,,112.0100996,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S157,AKDRN_Water Allocation,,AKwr_WS156,,,,
26269,,,,,,,,,,LAS,NORTH SLOPE PUBLIC WORKS,,,31-Dec,1-Jan,,364.0503201,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S158,AKDRN_Water Allocation,,AKwr_WS157,,,,
26677,,,,,,,,,,LAS,ALYESKA RESORT MANAGEMENT CO.,,,31-Dec,1-Jan,,39.13034228,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S159,AKDRN_Water Allocation,,AKwr_WS158,,,,
26685,,,,,,,,,,LAS,ALYESKA RESORT MANAGEMENT CO.,,,31-Dec,1-Jan,,39.13034228,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S160,AKDRN_Water Allocation,,AKwr_WS159,,,,
27096,,,,,,,,,,LAS,"MILE 8 UTILITY, LLC",,,31-Dec,1-Jan,,448.0603951,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S164,AKDRN_Water Allocation,,AKwr_WS163,,,,
29486,,,,,,,,,,LAS,TESORO NORTHSHORE COMPANY,,,31-Dec,1-Jan,,0.186689785,Commercial,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S171,AKDRN_Water Allocation,,AKwr_WS170,,,,
29976,,,,,,,,,,LAS,EXXONMOBIL ALASKA PRODUCTION INC.,,,31-Dec,1-Jan,,2.94101856,Oil & Gas,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S172,AKDRN_Water Allocation,,AKwr_WS171,,,,
31230,,,,,,,,,,LAS,U.S. ARMY GARRISON FORT WAINWRIGHT,,,31-Dec,1-Jan,,2125.00186,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S178,AKDRN_Water Allocation,,AKwr_WS177,,,,
3260,,,,,,,,,,LAS,ALASKA ZOO,,,31-Dec,1-Jan,,0.063332683,Fish & Wildlife,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S28,AKDRN_Water Allocation,,AKwr_WS25,,,,
342,,,,,,,,,,LAS,OFFSHORE SYSTEMS INC,,,31-Dec,1-Jan,,17.9223176,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S2,AKDRN_Water Allocation,,AKwr_WS2,,,,
39797,,,,,,,,,,ADL,KODIAK CITY OF,,,31-Dec,1-Jan,,280.0362125,Water Supply,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S182,AKDRN_Water Allocation,,AKwr_WS181,,,,
400616,,,,,,,,,,ADL,NENANA CITY OF,,,31-Dec,1-Jan,,53.7669528,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S298,AKDRN_Water Allocation,,AKwr_WS297,,,,
401822,,,,,,,,,,ADL,ALYESKA PIPELINE SERVICE COMPANY,,,31-Dec,1-Jan,,11.2014485,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S300,AKDRN_Water Allocation,,AKwr_WS299,,,,
40250,,,,,,,,,,ADL,TESORO ALASKA PETROLEUM COMPANY,,,31-Dec,1-Jan,,14.51707726,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S183,AKDRN_Water Allocation,,AKwr_WS182,,,,
403254,,,,,,,,,,ADL,NORTH POLE CITY OF,,,31-Dec,1-Jan,,156.820279,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S302,AKDRN_Water Allocation,,AKwr_WS301,,,,
42514,,,,,,,,,,ADL,"AGRIUM, U.S., INC.",,,31-Dec,1-Jan,,2419.502118,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S185,AKDRN_Water Allocation,,AKwr_WS184,,,,
42595,,,,,,,,,,ADL,KING COVE CITY OF,,,31-Dec,1-Jan,,161.3008584,Water Supply,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S186,AKDRN_Water Allocation,,AKwr_WS185,,,,
43671,,,,,,,,,,ADL,SITKA SOUND SCIENCE CENTER,,,31-Dec,1-Jan,,9.21E-05,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S190,AKDRN_Water Allocation,,AKwr_WS189,,,,
44439,,,,,,,,,,ADL,JUNEAU CITY AND BOR,,,31-Dec,1-Jan,,3981.827626,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S200,AKDRN_Water Allocation,,AKwr_WS199,,,,
47223,,,,,,,,,,ADL,CORDOVA CITY OF,,,31-Dec,1-Jan,,427.4472748,Water Supply,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S214,AKDRN_Water Allocation,,AKwr_WS213,,,,
47240,,,,,,,,,,ADL,CORDOVA CITY OF,,,31-Dec,1-Jan,,1086.540505,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S216,AKDRN_Water Allocation,,AKwr_WS215,,,,
53258,,,,,,,,,,ADL,FORT YUKON CITY OF,,,31-Dec,1-Jan,,3.06889,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S241,AKDRN_Water Allocation,,AKwr_WS240,,,,
64152,,,,,,,,,,ADL,ALYESKA PIPELINE SERVICE COMPANY,,,31-Dec,1-Jan,,8.401086375,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S258,AKDRN_Water Allocation,,AKwr_WS257,,,,
64153,,,,,,,,,,ADL,ALYESKA PIPELINE SERVICE COMPANY,,,31-Dec,1-Jan,,8.401086375,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S259,AKDRN_Water Allocation,,AKwr_WS258,,,,
6550,,,,,,,,,,LAS,PETERSBURG CITY OF,,,31-Dec,1-Jan,,3136.40558,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S41,AKDRN_Water Allocation,,AKwr_WS38,,,,
6660,,,,,,,,,,LAS,ALYESKA PIPELINE SERVICE COMPANY,,,31-Dec,1-Jan,,11.2014485,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S42,AKDRN_Water Allocation,,AKwr_WS39,,,,
67781,,,,,,,,,,ADL,HILCORP NORTH SLOPE LLC,,,31-Dec,1-Jan,,291.2402542,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S102,AKDRN_Water Allocation,,AKwr_WS265,,,,
73567,,,,,,,,,,ADL,SOUTHERN SE REGIONAL ACQUACULTURE ASSN,,,31-Dec,1-Jan,,0,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,"AKwr_S267,AKwr_S266",AKDRN_Water Allocation,,AKwr_WS266,,,,
74700,,,,,,,,,,ADL,"MILE 8 UTILITY, LLC",,,31-Dec,1-Jan,,68.00005953,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S270,AKDRN_Water Allocation,,AKwr_WS269,,,,
76071,,,,,,,,,,ADL,TATITLEK VILLAGE OF,,,31-Dec,1-Jan,,16.80217275,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S272,AKDRN_Water Allocation,,AKwr_WS271,,,,
78077,,,,,,,,,,ADL,TESORO ALASKA COMPANY,,,31-Dec,1-Jan,,33.60424116,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S273,AKDRN_Water Allocation,,AKwr_WS272,,,,
9889,,,,,,,,,,LAS,PALMER  CITY OF,,,31-Dec,1-Jan,,1008.100882,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S47,AKDRN_Water Allocation,,AKwr_WS44,,,,
A2012-101,,,,,,,,,,TWUP,BP EXPLORATION (ALASKA) INC,,,31-Dec,1-Jan,,0.920667,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S462,AKDRN_Water Allocation,,AKwr_WS468,,,,
A2012-71,,,,,,,,,,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,5/7/2012 0:00,,31-Dec,1-Jan,,8.61846506,Oil & Gas,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S512,AKDRN_Water Allocation,,AKwr_WS522,,,,
A2012-79,,,,,,,,,,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,5/7/2012 0:00,,31-Dec,1-Jan,,8.61846506,Oil & Gas,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S553,AKDRN_Water Allocation,,AKwr_WS564,,,,
A2012-94,,,,,,,,,,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,5/22/2012 0:00,,31-Dec,1-Jan,,34.96232933,Oil & Gas,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S564,AKDRN_Water Allocation,,AKwr_WS577,,,,
A2013-110,,,,,,,,,,TWUP,KENAI CITY OF,,,31-Dec,1-Jan,,1935.610301,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S570,AKDRN_Water Allocation,,AKwr_WS585,,,,
A2013-14,,,,,,,,,,TWUP,BP EXPLORATION (ALASKA) INC,,,31-Dec,1-Jan,,1075.002356,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S571,AKDRN_Water Allocation,,AKwr_WS588,,,,
A2013-209,,,,,,,,,,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,10/16/2013 0:00,,31-Dec,1-Jan,,0.35803819,Oil & Gas,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S607,AKDRN_Water Allocation,,AKwr_WS624,,,,
A2013-210,,,,,,,,,,TWUP,EXXONMOBIL ALASKA PRODUCTION INC.,10/16/2013 0:00,,31-Dec,1-Jan,,0.25573981,Oil & Gas,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S608,AKDRN_Water Allocation,,AKwr_WS625,,,,
A2013-34,,,,,,,,,,TWUP,BP EXPLORATION (ALASKA) INC,,,31-Dec,1-Jan,,112.6000967,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S620,AKDRN_Water Allocation,,AKwr_WS641,,,,
A2013-41,,,,,,,,,,TWUP,TESORO ALASKA COMPANY,,,31-Dec,1-Jan,,17.86605564,Commercial,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S621,AKDRN_Water Allocation,,AKwr_WS643,,,,
A2014-09,,,,,,,,,,TWUA,BP EXPLORATION (ALASKA) INC,,,31-Dec,1-Jan,,56.00004902,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S623,AKDRN_Water Allocation,,AKwr_WS647,,,,
A2014-102,,,,,,,,,,TWUA,EXXONMOBIL ALASKA PRODUCTION INC.,7/10/2014 0:00,,31-Dec,1-Jan,,4.11742844,Oil & Gas,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S626,AKDRN_Water Allocation,,AKwr_WS650,,,,
A2014-150,,,,,,,,,,TWUA,TESORO ALASKA COMPANY,,,31-Dec,1-Jan,,93.34540519,Oil & Gas,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S650,AKDRN_Water Allocation,,AKwr_WS678,,,,
A2016-102,,,,,,,,,,TWUA,HILCORP NORTH SLOPE LLC,,,31-Dec,1-Jan,,360.0003151,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S700,AKDRN_Water Allocation,,AKwr_WS738,,,,
A2016-114,,,,,,,,,,TWUA,HILCORP NORTH SLOPE LLC,,,31-Dec,1-Jan,,223.2003697,Unspecified,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S703,AKDRN_Water Allocation,,AKwr_WS741,,,,
A2016-96,,,,,,,,,,TWUA,NORTH SLOPE PUBLIC WORKS,8/18/2016 0:00,,31-Dec,1-Jan,,6.13778,Water Supply,,,,1/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,AKwr_S716,AKDRN_Water Allocation,,AKwr_WS757,,,,
