AllocationNativeID,MethodUUID,OrganizationUUID,SiteUUID,VariableSpecificUUID,WaterSourceUUID,AllocationAmount,AllocationApplicationDate,AllocationAssociatedConsumptiveUseSiteIDs,AllocationAssociatedWithdrawalSiteIDs,AllocationBasisCV,AllocationChangeApplicationIndicator,AllocationCommunityWaterSupplySystem,AllocationCropDutyAmount,AllocationExpirationDate,AllocationLegalStatusCV,AllocationMaximum,AllocationOwner,AllocationPriorityDate,AllocationTimeframeEnd,AllocationTimeframeStart,AllocationTypeCV,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,GeneratedPowerCapacityMW,IrrigatedAcreage,IrrigationMethodCV,LegacyAllocationIDs,PopulationServed,PowerType,PrimaryUseCategory,AllocationSDWISIdentifierCV,WaterAllocationNativeURL
A-10046,NEDNR_Water Rights,NEDNR,NE_16,NEDNR_Allocation All,NE_15,0.12,,,,,,,,,Active,,,1962-04-24,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10047,NEDNR_Water Rights,NEDNR,NE_17,NEDNR_Allocation All,NE_16,29.1,,,,,,,,,Active,,,1962-04-24,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10048,NEDNR_Water Rights,NEDNR,NE_18,NEDNR_Allocation All,NE_16,1.14,,,,,,,,,Active,,,1962-04-24,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10054,NEDNR_Water Rights,NEDNR,NE_19,NEDNR_Allocation All,NE_17,0.48,,,,,,,,,Active,,,1962-05-01,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10055,NEDNR_Water Rights,NEDNR,NE_20,NEDNR_Allocation All,NE_18,49.9,,,,,,,,,Active,,,1962-05-01,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10056,NEDNR_Water Rights,NEDNR,NE_21,NEDNR_Allocation All,NE_19,2.09,,,,,,,,,Active,,,1962-05-02,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10061,NEDNR_Water Rights,NEDNR,NE_22,NEDNR_Allocation All,NE_20,0.56,,,,,,,,,Active,,,1962-05-21,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10066,NEDNR_Water Rights,NEDNR,NE_23,NEDNR_Allocation All,NE_21,0.93,,,,,,,,,Active,,,1962-05-24,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10068A,NEDNR_Water Rights,NEDNR,NE_24,NEDNR_Allocation All,NE_22,0.28,,,,,,,,,Active,,,1962-05-29,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10068B,NEDNR_Water Rights,NEDNR,NE_25,NEDNR_Allocation All,NE_22,0.12,,,,,,,,,Active,,,1962-05-29,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10070,NEDNR_Water Rights,NEDNR,NE_26,NEDNR_Allocation All,NE_23,0.71,,,,,,,,,Active,,,1962-05-31,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10073A,NEDNR_Water Rights,NEDNR,NE_27,NEDNR_Allocation All,NE_24,0.05,,,,,,,,,Active,,,1962-06-05,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10073B,NEDNR_Water Rights,NEDNR,NE_28,NEDNR_Allocation All,NE_24,0.24,,,,,,,,,Active,,,1962-06-05,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10075,NEDNR_Water Rights,NEDNR,NE_29,NEDNR_Allocation All,NE_4,1.34,,,,,,,,,Active,,,1962-06-06,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10076,NEDNR_Water Rights,NEDNR,NE_30,NEDNR_Allocation All,NE_4,0.77,,,,,,,,,Active,,,1962-06-06,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10077,NEDNR_Water Rights,NEDNR,NE_31,NEDNR_Allocation All,NE_4,4.2,,,,,,,,,Active,,,1962-06-06,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10078,NEDNR_Water Rights,NEDNR,NE_32,NEDNR_Allocation All,NE_25,6.81,,,,,,,,,Active,,,1962-06-07,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10082,NEDNR_Water Rights,NEDNR,NE_33,NEDNR_Allocation All,NE_26,30.78,,,,,,,,,Active,,,1962-06-20,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10084,NEDNR_Water Rights,NEDNR,NE_34,NEDNR_Allocation All,NE_27,0.7,,,,,,,,,Active,,,1962-06-28,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10086,NEDNR_Water Rights,NEDNR,NE_35,NEDNR_Allocation All,NE_28,0.21,,,,,,,,,Active,,,1962-07-03,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10087,NEDNR_Water Rights,NEDNR,NE_36,NEDNR_Allocation All,NE_29,3.55,,,,,,,,,Active,,,1962-07-10,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10091,NEDNR_Water Rights,NEDNR,NE_37,NEDNR_Allocation All,NE_30,21.77,,,,,,,,,Active,,,1962-07-30,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10096,NEDNR_Water Rights,NEDNR,NE_38,NEDNR_Allocation All,NE_31,51.4,,,,,,,,,Active,,,1962-08-10,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10098,NEDNR_Water Rights,NEDNR,NE_39,NEDNR_Allocation All,NE_32,7.2,,,,,,,,,Active,,,1962-09-04,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10100,NEDNR_Water Rights,NEDNR,NE_40,NEDNR_Allocation All,NE_33,47.32,,,,,,,,,Active,,,1962-09-06,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10103,NEDNR_Water Rights,NEDNR,NE_41,NEDNR_Allocation All,NE_34,1.04,,,,,,,,,Active,,,1962-09-11,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10104,NEDNR_Water Rights,NEDNR,NE_42,NEDNR_Allocation All,NE_34,1.43,,,,,,,,,Active,,,1962-09-11,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10107,NEDNR_Water Rights,NEDNR,NE_43,NEDNR_Allocation All,NE_35,66.59,,,,,,,,,Active,,,1962-09-21,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10109,NEDNR_Water Rights,NEDNR,NE_44,NEDNR_Allocation All,NE_36,0.71,,,,,,,,,Active,,,1962-10-01,09/30,04/01,,Temporary Transfer to In-Stream Use,,,,08/27/2020,,,,,,,,Irrigation,,
A-10110,NEDNR_Water Rights,NEDNR,NE_45,NEDNR_Allocation All,NE_37,39.46,,,,,,,,,Active,,,1962-10-02,09/30,04/01,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),,,,08/27/2020,,,,,,,,Irrigation,,
A-10112,NEDNR_Water Rights,NEDNR,NE_46,NEDNR_Allocation All,NE_38,63.7,,,,,,,,,Active,,,1962-10-09,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10114,NEDNR_Water Rights,NEDNR,NE_47,NEDNR_Allocation All,NE_39,44.2,,,,,,,,,Active,,,1962-10-10,09/30,04/01,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),,,,08/27/2020,,,,,,,,Irrigation,,
A-10115,NEDNR_Water Rights,NEDNR,NE_48,NEDNR_Allocation All,NE_40,51.4,,,,,,,,,Active,,,1962-10-05,09/30,04/01,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),,,,08/27/2020,,,,,,,,Irrigation,,
A-10117,NEDNR_Water Rights,NEDNR,NE_49,NEDNR_Allocation All,NE_41,24.9,,,,,,,,,Active,,,1962-10-17,09/30,04/01,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),,,,08/27/2020,,,,,,,,Irrigation,,
A-10119,NEDNR_Water Rights,NEDNR,NE_50,NEDNR_Allocation All,NE_42,1900.0,,,,,,,,,Active,,,1962-11-06,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10120,NEDNR_Water Rights,NEDNR,NE_51,NEDNR_Allocation All,NE_43,1410.0,,,,,,,,,Active,,,1962-11-06,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10121,NEDNR_Water Rights,NEDNR,NE_52,NEDNR_Allocation All,NE_44,2700.0,,,,,,,,,Active,,,1962-11-06,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10123,NEDNR_Water Rights,NEDNR,NE_53,NEDNR_Allocation All,NE_45,1.77,,,,,,,,,Active,,,1962-11-15,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10125,NEDNR_Water Rights,NEDNR,"NE_55,NE_54",NEDNR_Allocation All,NE_46,29.1,,,,,,,,,Active,,,1962-11-26,09/30,04/01,,"Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.)",,,,08/27/2020,,,,,,,,Irrigation,,
A-10126,NEDNR_Water Rights,NEDNR,NE_56,NEDNR_Allocation All,NE_4,22.2,,,,,,,,,Active,,,1962-11-28,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10127,NEDNR_Water Rights,NEDNR,NE_57,NEDNR_Allocation All,NE_13,0.28,,,,,,,,,Active,,,1962-12-04,09/30,04/01,,Temporary Transfer to In-Stream Use,,,,08/27/2020,,,,,,,,Irrigation,,
A-10129,NEDNR_Water Rights,NEDNR,NE_58,NEDNR_Allocation All,NE_47,178.9,,,,,,,,,Active,,,1962-12-13,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10132,NEDNR_Water Rights,NEDNR,NE_61,NEDNR_Allocation All,NE_50,0.21,,,,,,,,,Active,,,1962-12-26,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10135,NEDNR_Water Rights,NEDNR,NE_62,NEDNR_Allocation All,NE_51,0.56,,,,,,,,,Active,,,1963-01-04,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10136A,NEDNR_Water Rights,NEDNR,NE_63,NEDNR_Allocation All,NE_52,0.21,,,,,,,,,Active,,,1963-01-07,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10136B,NEDNR_Water Rights,NEDNR,NE_64,NEDNR_Allocation All,NE_52,0.27,,,,,,,,,Active,,,1963-01-07,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10139,NEDNR_Water Rights,NEDNR,NE_65,NEDNR_Allocation All,NE_53,0.46,,,,,,,,,Active,,,1963-01-10,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10140,NEDNR_Water Rights,NEDNR,NE_66,NEDNR_Allocation All,NE_50,0.15,,,,,,,,,Active,,,1963-01-15,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10141,NEDNR_Water Rights,NEDNR,NE_67,NEDNR_Allocation All,NE_54,1.36,,,,,,,,,Active,,,1963-01-15,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10142,NEDNR_Water Rights,NEDNR,NE_68,NEDNR_Allocation All,NE_24,1.13,,,,,,,,,Active,,,1963-01-21,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10143,NEDNR_Water Rights,NEDNR,NE_69,NEDNR_Allocation All,NE_55,0.67,,,,,,,,,Active,,,1963-01-31,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10145,NEDNR_Water Rights,NEDNR,NE_70,NEDNR_Allocation All,NE_56,0.59,,,,,,,,,Active,,,1963-02-18,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10146,NEDNR_Water Rights,NEDNR,NE_71,NEDNR_Allocation All,NE_57,1.64,,,,,,,,,Active,,,1963-02-18,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10151,NEDNR_Water Rights,NEDNR,NE_72,NEDNR_Allocation All,NE_58,3.74,,,,,,,,,Active,,,1963-02-27,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10153,NEDNR_Water Rights,NEDNR,NE_73,NEDNR_Allocation All,NE_42,0.44,,,,,,,,,Active,,,1963-03-06,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10154,NEDNR_Water Rights,NEDNR,NE_74,NEDNR_Allocation All,NE_42,5.16,,,,,,,,,Active,,,1963-03-06,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10155,NEDNR_Water Rights,NEDNR,NE_75,NEDNR_Allocation All,NE_59,0,,,,,,,,,Active,,,1963-03-06,09/30,04/01,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),,,,08/27/2020,,,,,,,,Irrigation,,
A-10156,NEDNR_Water Rights,NEDNR,NE_76,NEDNR_Allocation All,NE_60,7.2,,,,,,,,,Active,,,1963-03-07,09/30,04/01,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),,,,08/27/2020,,,,,,,,Irrigation,,
A-10159,NEDNR_Water Rights,NEDNR,NE_77,NEDNR_Allocation All,NE_35,0.36,,,,,,,,,Active,,,1963-03-13,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10161A,NEDNR_Water Rights,NEDNR,NE_78,NEDNR_Allocation All,NE_61,0.93,,,,,,,,,Active,,,1963-03-15,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10161R,NEDNR_Water Rights,NEDNR,NE_79,NEDNR_Allocation All,NE_61,0.63,,,,,,,,,Active,,,1963-03-15,09/30,04/01,,Irrigation and Incidental Underground Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10164,NEDNR_Water Rights,NEDNR,NE_80,NEDNR_Allocation All,NE_62,20.62,,,,,,,,,Active,,,1963-03-22,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10165,NEDNR_Water Rights,NEDNR,NE_81,NEDNR_Allocation All,NE_63,0.77,,,,,,,,,Active,,,1963-03-25,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10166,NEDNR_Water Rights,NEDNR,NE_82,NEDNR_Allocation All,NE_54,0.32,,,,,,,,,Active,,,1963-04-01,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10167,NEDNR_Water Rights,NEDNR,NE_83,NEDNR_Allocation All,NE_64,1.39,,,,,,,,,Active,,,1963-04-04,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10173,NEDNR_Water Rights,NEDNR,NE_84,NEDNR_Allocation All,NE_30,7.03,,,,,,,,,Active,,,1963-04-11,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10175,NEDNR_Water Rights,NEDNR,NE_85,NEDNR_Allocation All,NE_61,0.8,,,,,,,,,Active,,,1963-04-12,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10176,NEDNR_Water Rights,NEDNR,NE_86,NEDNR_Allocation All,NE_65,8600.0,,,,,,,,,Active,,,1963-04-12,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10178,NEDNR_Water Rights,NEDNR,NE_87,NEDNR_Allocation All,NE_66,29.1,,,,,,,,,Active,,,1963-04-17,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10179,NEDNR_Water Rights,NEDNR,NE_88,NEDNR_Allocation All,NE_52,1.07,,,,,,,,,Active,,,1963-04-19,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10184,NEDNR_Water Rights,NEDNR,NE_89,NEDNR_Allocation All,NE_67,49.9,,,,,,,,,Active,,,1963-05-02,09/30,04/01,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),,,,08/27/2020,,,,,,,,Irrigation,,
A-10185,NEDNR_Water Rights,NEDNR,"NE_91,NE_90",NEDNR_Allocation All,NE_67,0,,,,,,,,,Active,,,1963-05-02,09/30,04/01,,"Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.)",,,,08/27/2020,,,,,,,,Irrigation,,
A-10186,NEDNR_Water Rights,NEDNR,NE_92,NEDNR_Allocation All,NE_68,2.13,,,,,,,,,Active,,,1963-05-06,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10187,NEDNR_Water Rights,NEDNR,NE_93,NEDNR_Allocation All,NE_69,0.25,,,,,,,,,Active,,,1963-05-06,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10193,NEDNR_Water Rights,NEDNR,NE_94,NEDNR_Allocation All,NE_10,0.03,,,,,,,,,Active,,,1963-05-23,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10193R,NEDNR_Water Rights,NEDNR,NE_95,NEDNR_Allocation All,NE_10,0.08,,,,,,,,,Active,,,1963-05-23,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10195,NEDNR_Water Rights,NEDNR,NE_96,NEDNR_Allocation All,NE_70,6.9,,,,,,,,,Active,,,1963-05-27,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10196,NEDNR_Water Rights,NEDNR,NE_97,NEDNR_Allocation All,NE_71,1.64,,,,,,,,,Active,,,1963-05-27,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10197,NEDNR_Water Rights,NEDNR,NE_98,NEDNR_Allocation All,NE_72,0.15,,,,,,,,,Active,,,1963-05-27,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10201,NEDNR_Water Rights,NEDNR,NE_99,NEDNR_Allocation All,NE_73,6.08,,,,,,,,,Active,,,1963-06-12,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10204,NEDNR_Water Rights,NEDNR,NE_100,NEDNR_Allocation All,NE_74,0.57,,,,,,,,,Active,,,1963-06-14,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10207,NEDNR_Water Rights,NEDNR,NE_101,NEDNR_Allocation All,NE_54,35.1,,,,,,,,,Active,,,1963-06-18,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10209,NEDNR_Water Rights,NEDNR,NE_102,NEDNR_Allocation All,NE_51,1.24,,,,,,,,,Active,,,1963-06-26,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10211,NEDNR_Water Rights,NEDNR,NE_103,NEDNR_Allocation All,NE_75,179.8,,,,,,,,,Active,,,1963-07-05,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10214AR,NEDNR_Water Rights,NEDNR,NE_104,NEDNR_Allocation All,NE_9,2.09,,,,,,,,,Active,,,1963-07-09,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10214BR,NEDNR_Water Rights,NEDNR,NE_105,NEDNR_Allocation All,NE_9,0.11,,,,,,,,,Active,,,1963-07-09,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10216,NEDNR_Water Rights,NEDNR,NE_106,NEDNR_Allocation All,NE_76,20.1,,,,,,,,,Active,,,1963-07-10,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10220,NEDNR_Water Rights,NEDNR,NE_107,NEDNR_Allocation All,NE_74,0.85,,,,,,,,,Active,,,1963-07-22,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10222,NEDNR_Water Rights,NEDNR,NE_108,NEDNR_Allocation All,NE_51,0.31,,,,,,,,,Active,,,1963-07-25,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10223,NEDNR_Water Rights,NEDNR,NE_109,NEDNR_Allocation All,NE_45,0.63,,,,,,,,,Active,,,1963-07-26,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10234,NEDNR_Water Rights,NEDNR,NE_110,NEDNR_Allocation All,NE_19,0.6,,,,,,,,,Active,,,1963-08-13,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10234R,NEDNR_Water Rights,NEDNR,NE_111,NEDNR_Allocation All,NE_77,1.07,,,,,,,,,Active,,,1963-08-13,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10235,NEDNR_Water Rights,NEDNR,NE_112,NEDNR_Allocation All,NE_78,21.5,,,,,,,,,Active,,,1963-08-16,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10236,NEDNR_Water Rights,NEDNR,NE_113,NEDNR_Allocation All,NE_33,296.0,,,,,,,,,Active,,,1963-08-23,09/30,04/01,,Storage,,,,08/27/2020,,,,,,,,Irrigation,,
A-10237A,NEDNR_Water Rights,NEDNR,NE_114,NEDNR_Allocation All,NE_79,0.58,,,,,,,,,Active,,,1963-08-28,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10237B,NEDNR_Water Rights,NEDNR,NE_115,NEDNR_Allocation All,NE_79,0.03,,,,,,,,,Active,,,1963-08-28,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10237C,NEDNR_Water Rights,NEDNR,NE_116,NEDNR_Allocation All,NE_79,1.85,,,,,,,,,Active,,,1963-08-28,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
A-10240,NEDNR_Water Rights,NEDNR,NE_117,NEDNR_Allocation All,NE_17,0.14,,,,,,,,,Active,,,1963-09-11,09/30,04/01,,Irrigation from Natural Stream,,,,08/27/2020,,,,,,,,Irrigation,,
